code,name,流通市值,市盈率,昨收,昨高,昨低,涨停次数,连板次数,industry,industry_sub,可能退市,营业收入,净利润,融资融券,zhuan,债券代码
601118,海南橡胶,25762155338.0,-43.45,5.64,5.81,5.61,2.0,0.0,种植业与林业,种植业与林业,0,376.872505621,111187767.84,1.0,,
000713,丰乐种业,3966536771.0,-88.77,6.18,6.27,6.11,1.0,0.0,种植业与林业,种植业与林业,0,31.1367918158,54884685.16,0.0,,
600354,敦煌种业,2850131232.0,45.39,5.28,5.31,5.18,3.0,0.0,种植业与林业,种植业与林业,0,11.5776241727,97624654.53,1.0,,
002556,辉隆股份,4994728977.0,14.44,5.13,5.19,5.09,5.0,2.0,种植业与林业,种植业与林业,0,178.3265673938,498883128.73,0.0,,
600313,农发种业,6752919657.0,61.13,5.96,6.03,5.87,1.0,0.0,种植业与林业,种植业与林业,0,67.6077275371,306908932.14,1.0,,
600598,北大荒,25651921087.0,13.04,14.43,15.01,14.29,0.0,0.0,种植业与林业,种植业与林业,0,50.444433832,1084335750.94,1.0,,
600359,新农开发,2483648458.0,23.19,6.54,6.69,6.43,0.0,0.0,种植业与林业,种植业与林业,0,5.4847052813,68600206.02,1.0,,
600108,亚盛集团,5295609129.0,90.39,2.68,2.72,2.62,0.0,0.0,种植业与林业,种植业与林业,0,40.0511541762,100742904.86,1.0,,
601952,苏垦农发,13890240000.0,23.55,10.15,10.58,9.86,0.0,0.0,种植业与林业,种植业与林业,0,121.6805859771,868109261.91,1.0,,
600883,博闻科技,1489715280.0,18.74,6.47,6.51,6.33,2.0,0.0,种植业与林业,种植业与林业,1,0.2120377771,95081004.94,0.0,,
600371,万向德农,2220667020.0,27.11,7.66,7.74,7.51,1.0,0.0,种植业与林业,种植业与林业,0,3.1929896877,79680972.67,0.0,,
600540,新赛股份,2255742605.0,151.87,3.94,3.94,3.83,4.0,1.0,种植业与林业,种植业与林业,0,9.7163520665,6255378.53,0.0,,
000998,隆平高科,14202545897.0,63.9,10.32,10.53,10.21,3.0,0.0,种植业与林业,种植业与林业,0,92.2321674753,373548653.47,0.0,,
002041,登海种业,8087200000.0,76.68,8.9,9.04,8.8,1.0,0.0,种植业与林业,种植业与林业,0,15.5197504278,299202145.46,0.0,,
002772,众兴菌业,2584682637.0,44.42,6.54,6.56,6.43,5.0,1.0,种植业与林业,种植业与林业,0,19.3107765925,159555672.2,0.0,,
000663,永安林业,1632585375.0,-43.71,5.47,5.52,5.32,5.0,0.0,种植业与林业,种植业与林业,0,6.9316204478,268607638.78,0.0,,
000592,平潭发展,3523770106.0,81.57,1.83,1.9,1.8,5.0,0.0,种植业与林业,种植业与林业,1,12.3316187886,-140148983.39,0.0,,
002679,福建金森,1796460720.0,-23.84,7.57,7.66,7.51,4.0,0.0,种植业与林业,种植业与林业,1,1.4765007815,10167478.67,0.0,,
600265,景谷林业,1895080000.0,-115.61,14.2,14.49,14.07,1.0,0.0,种植业与林业,种植业与林业,0,5.8973544999,28557686.67,0.0,,
002299,圣农发展,17518543949.0,85.83,12.76,13.03,12.64,1.0,0.0,养殖业,养殖业,0,184.8673869446,622734844.32,0.0,,
002234,民和股份,2691579146.0,-8.39,8.31,8.44,8.2,1.0,0.0,养殖业,养殖业,1,20.7446625583,-393825017.89,0.0,,
002458,益生股份,6994433751.0,28.24,8.88,8.98,8.72,2.0,0.0,养殖业,养殖业,0,32.2467692889,547689367.96,0.0,,
603717,天域生物,1694454042.0,136.02,5.83,5.93,5.7,6.0,0.0,养殖业,养殖业,1,6.7045436338,-235708115.3,0.0,,
002714,牧原股份,161841163901.0,139.95,41.8,42.35,41.23,0.0,0.0,养殖业,养殖业,0,1108.607277144,14933400591.58,0.0,1.0,127045.0
600097,开创国际,2035913924.0,-39.22,8.3,8.35,8.21,6.0,3.0,养殖业,养殖业,0,20.1455381925,162985011.6,0.0,,
002746,仙坛股份,4229670313.0,83.37,5.75,5.79,5.64,2.0,0.0,养殖业,养殖业,0,57.8123256122,246789350.81,0.0,,
603477,巨星农牧,9925964885.0,-110.67,18.77,19.47,18.03,6.0,0.0,养殖业,养殖业,0,40.4071336073,161377481.56,1.0,1.0,113648.0
605296,神农集团,1959361302.0,60.09,28.33,29.12,27.9,5.0,0.0,养殖业,养殖业,0,38.912786252,255381351.78,0.0,,
000735,罗 牛 山,6398990195.0,11.66,5.52,5.6,5.43,3.0,0.0,养殖业,养殖业,0,41.0030726679,114449473.9,0.0,,
002688,金河生物,3069663132.0,17.47,4.19,4.25,4.09,0.0,0.0,养殖业,养殖业,0,21.7413103342,118040486.95,0.0,,
603566,普莱柯,4730671272.0,31.99,12.43,12.62,12.25,4.0,0.0,养殖业,养殖业,0,12.5269360372,174517388.93,1.0,,
000798,中水渔业,2579092420.0,18.25,6.98,7.08,6.91,3.0,0.0,养殖业,养殖业,0,40.417832875,10687401.63,0.0,,
002069,獐子岛,2073831286.0,-47.46,2.91,2.96,2.82,3.0,0.0,养殖业,养殖业,0,16.7747364498,28266268.55,0.0,,
002982,湘佳股份,1554287475.0,82.26,17.55,18.1,17.47,8.0,0.0,养殖业,养殖业,0,38.9012273857,113227213.84,0.0,1.0,127060.0
600975,新五丰,5308587088.0,-15.68,6.23,6.38,6.1,10.0,1.0,养殖业,养殖业,1,56.3194457242,-49029209.21,1.0,,
600201,生物股份,7730547659.0,31.45,6.43,6.51,6.3,0.0,0.0,养殖业,养殖业,0,15.9822546025,277097370.52,1.0,,
002157,正邦科技,17735268484.0,-108.3,2.9,2.95,2.86,3.0,0.0,养殖业,养殖业,0,69.9167773061,7776362362.18,0.0,,
600195,中牧股份,7045922994.0,56.09,6.49,6.6,6.37,1.0,0.0,养殖业,养殖业,0,54.0631259046,550511401.43,1.0,,
002321,华英农业,4014760839.0,112.31,1.8,1.82,1.76,3.0,0.0,养殖业,养殖业,1,37.0494952849,57983744.25,0.0,,
600965,福成股份,3217494753.0,52.35,4.4,4.46,4.1,5.0,0.0,养殖业,养殖业,0,10.4627851324,101761637.28,1.0,,
002868,绿康生化,2348030822.0,-13.71,14.05,14.42,13.92,26.0,8.0,养殖业,养殖业,1,5.0700485686,-122721549.87,0.0,,
001201,东瑞股份,2471885634.0,-18.55,15.57,15.94,15.43,1.0,0.0,养殖业,养殖业,0,10.3706790517,42898351.35,0.0,,
600467,好当家,2746669292.0,50.89,1.79,1.81,1.77,2.0,0.0,养殖业,养殖业,1,15.6380450983,58238248.2,1.0,,
600257,大湖股份,2314750874.0,-83.97,4.67,4.72,4.62,13.0,4.0,养殖业,养殖业,0,11.9345461946,12198116.25,1.0,,
000048,京基智农,7900912675.0,17.01,14.34,14.63,13.99,0.0,0.0,养殖业,养殖业,0,124.170062324,1757565419.64,0.0,,
603718,海利生物,4462920000.0,150.72,6.22,6.34,6.14,5.0,0.0,养殖业,养殖业,1,2.4072298159,110690931.57,1.0,,
002891,中宠股份,7170501685.0,25.17,26.39,27.0,26.11,0.0,0.0,农产品加工,农产品加工,0,37.4720210857,291993895.24,0.0,1.0,127076.0
002286,保龄宝,2827371380.0,20.4,6.91,7.0,6.83,4.0,0.0,农产品加工,农产品加工,0,25.2391400774,133168839.1,0.0,,
600737,中粮糖业,21965971302.0,12.73,10.41,10.49,10.17,1.0,0.0,农产品加工,农产品加工,0,331.1389463603,2123663363.04,1.0,,
003030,祖名股份,1203635853.0,-122.49,14.16,14.31,13.98,5.0,0.0,农产品加工,农产品加工,0,14.7838174334,37882686.14,0.0,,
002481,双塔食品,5344769428.0,54.72,4.62,4.67,4.55,6.0,0.0,农产品加工,农产品加工,0,24.5594132895,91708685.25,0.0,,
000911,广农糖业,2294493034.0,94.13,7.09,7.2,7.02,6.0,0.0,农产品加工,农产品加工,0,33.6543069229,16111572.51,0.0,,
001338,永顺泰,2475162506.0,15.71,10.03,10.17,9.9,16.0,11.0,农产品加工,农产品加工,0,48.4021586809,173565679.83,0.0,,
000930,中粮科技,10394895246.0,84.7,5.72,5.85,5.68,2.0,1.0,农产品加工,农产品加工,0,203.7895009178,1060938997.15,0.0,,
600191,华资实业,2759263080.0,190.76,5.4,5.51,5.37,9.0,1.0,农产品加工,农产品加工,0,6.3735413428,18875043.73,0.0,,
600251,冠农股份,6037240140.0,9.98,7.52,7.58,7.37,1.0,0.0,农产品加工,农产品加工,0,43.4274531841,851885856.37,1.0,,
603336,宏辉果蔬,2178873683.0,86.82,3.91,4.06,3.75,8.0,3.0,农产品加工,农产品加工,0,10.8579326642,46246566.79,0.0,1.0,113565.0
000972,中基健康,2128742678.0,90.19,2.64,2.67,2.6,9.0,5.0,农产品加工,农产品加工,0,5.7577944991,109147374.71,0.0,,
002311,海大集团,74929835126.0,17.64,42.01,42.76,41.68,0.0,0.0,农产品加工,农产品加工,0,1161.1716874297,3164445838.92,0.0,,
002696,百洋股份,1579597771.0,-32.22,4.51,4.56,4.41,3.0,1.0,农产品加工,农产品加工,0,27.2021572575,67593819.9,0.0,,
001313,粤海饲料,1609518967.0,-53.84,7.31,7.54,7.16,6.0,1.0,农产品加工,农产品加工,0,68.7236622732,115339563.63,0.0,,
603668,天马科技,6329430337.0,56.44,12.09,12.13,11.81,2.0,0.0,农产品加工,农产品加工,0,69.9772494338,174679070.17,1.0,,
002100,天康生物,9051617544.0,16.36,6.49,6.58,6.41,0.0,0.0,农产品加工,农产品加工,0,190.2580628659,214145170.77,0.0,,
000876,新 希 望,44254769701.0,-18.31,9.44,9.7,9.3,0.0,0.0,农产品加工,农产品加工,1,1417.0324893132,-955424363.87,0.0,1.0,127049.0
002567,唐人神,7601341321.0,816.99,5.09,5.17,5.05,0.0,0.0,农产品加工,农产品加工,0,269.4904286328,142601599.42,0.0,,
603609,禾丰股份,6785423333.0,-99.63,7.18,7.25,7.07,0.0,0.0,农产品加工,农产品加工,0,359.7026190941,537083277.74,1.0,1.0,113647.0
603151,邦基科技,826911360.0,36.68,9.98,10.03,9.78,6.0,0.0,农产品加工,农产品加工,0,16.4662091975,119707399.05,0.0,,
001366,播恩集团,621388800.0,-221.87,11.0,11.09,10.68,24.0,12.0,农产品加工,农产品加工,0,14.3554985438,77419379.61,0.0,,
002385,大北农,14675172511.0,-61.43,4.33,4.4,4.29,3.0,0.0,农产品加工,农产品加工,0,333.9012986504,314272237.79,0.0,,
002548,金新农,3201796538.0,-38.35,4.03,4.09,3.93,4.0,1.0,农产品加工,农产品加工,1,40.4038775783,-15171804.27,0.0,,
000702,正虹科技,1485154588.0,-86.03,6.82,6.82,6.13,14.0,4.0,农产品加工,农产品加工,1,12.4116900964,-124549474.29,0.0,,
000019,深粮控股,2692920153.0,28.9,6.49,6.53,6.33,1.0,0.0,农产品加工,农产品加工,0,61.9000535682,418298868.22,0.0,,
600127,金健米业,4376961547.0,354.85,7.14,7.31,7.02,4.0,0.0,农产品加工,农产品加工,0,48.6780881078,28257877.36,1.0,,
002852,道道全,2169364282.0,47.83,7.74,7.85,7.65,7.0,1.0,农产品加工,农产品加工,0,70.0085682101,84066252.33,0.0,,
000505,京粮控股,3933405690.0,93.97,6.5,6.68,6.45,3.0,0.0,农产品加工,农产品加工,0,119.0100921163,164251365.98,0.0,,
600811,东方集团,6329628738.0,34.49,1.67,1.71,1.6,15.0,5.0,农产品加工,农产品加工,1,60.8133893597,-1214292592.24,1.0,,
603182,嘉华股份,1063889221.0,16.27,11.24,11.34,11.01,5.0,2.0,农产品加工,农产品加工,0,16.9451706504,114381113.92,0.0,,
000638,万方发展,1355336276.0,649.75,4.36,4.45,4.26,16.0,6.0,农产品加工,农产品加工,1,1.6751047714,7772422.22,0.0,,
601011,宝泰隆,4712534766.0,-12.3,2.14,2.16,2.1,3.0,1.0,煤炭开采加工,焦炭加工,0,37.2659965304,123854195.88,1.0,,
600408,安泰集团,1852512000.0,-5.06,1.79,1.8,1.73,9.0,3.0,煤炭开采加工,焦炭加工,1,100.0640015361,-297537245.01,0.0,,
600740,山西焦化,10684045212.0,29.04,4.11,4.16,4.06,0.0,0.0,煤炭开采加工,焦炭加工,0,87.4934673373,2573240327.16,1.0,,
000723,美锦能源,21283551044.0,-15.71,4.54,4.63,4.5,6.0,2.0,煤炭开采加工,焦炭加工,0,208.1104068495,2229169317.41,0.0,1.0,127061.0
600792,云煤能源,3355841004.0,-8.08,3.58,3.61,3.46,16.0,5.0,煤炭开采加工,焦炭加工,0,74.6083333744,150538133.77,0.0,,
601015,陕西黑猫,6862792067.0,-7.7,3.19,3.24,3.14,6.0,0.0,煤炭开采加工,焦炭加工,0,185.9265180319,236586815.22,1.0,,
601088,中国神华,677451839191.0,13.83,41.53,42.13,41.27,0.0,0.0,煤炭开采加工,煤炭开采,0,3430.74,81655000000.0,1.0,,
600925,苏能股份,8608420421.0,19.55,5.33,5.37,5.23,1.0,1.0,煤炭开采加工,煤炭开采,0,120.2874726,3005830234.23,0.0,,
601225,陕西煤业,241405500000.0,11.43,25.03,25.4,24.76,0.0,0.0,煤炭开采加工,煤炭开采,0,1708.7249067969,53089468764.26,1.0,,
002128,电投能源,39058838151.0,7.03,18.77,18.98,18.32,0.0,0.0,煤炭开采加工,煤炭开采,0,268.4552975625,5020704753.48,0.0,,
600188,兖矿能源,91545530540.0,10.31,15.63,15.89,15.52,3.0,0.0,煤炭开采加工,煤炭开采,0,1500.2486,39438346000.0,1.0,,
000552,甘肃能化,10655713597.0,8.53,2.82,2.87,2.73,0.0,0.0,煤炭开采加工,煤炭开采,0,112.5906221566,3195000831.12,0.0,1.0,127027.0
600758,辽宁能源,4318830898.0,187.84,3.17,3.19,3.13,3.0,0.0,煤炭开采加工,煤炭开采,0,55.9613353546,193389356.63,1.0,,
600121,郑州煤电,4313178615.0,207.68,3.63,3.69,3.56,7.0,0.0,煤炭开采加工,煤炭开采,0,43.2325861822,317542515.56,1.0,,
600508,上海能源,9590467860.0,10.17,13.06,13.23,12.87,1.0,0.0,煤炭开采加工,煤炭开采,0,109.776565369,1722173272.58,1.0,,
600123,兰花科创,13871020800.0,12.57,9.07,9.19,8.94,0.0,0.0,煤炭开采加工,煤炭开采,0,132.8380809473,3296109361.89,1.0,,
600395,盘江股份,11784970668.0,158.08,5.47,5.55,5.38,1.0,0.0,煤炭开采加工,煤炭开采,0,94.0336612651,2239633398.91,1.0,,
601898,中煤能源,123460485396.0,9.14,13.81,14.0,13.6,1.0,0.0,煤炭开采加工,煤炭开采,0,1929.68833,25748800000.0,1.0,,
601001,晋控煤业,25925613000.0,9.02,16.31,16.63,16.0,2.0,0.0,煤炭开采加工,煤炭开采,0,153.4161953162,4503632206.62,1.0,,
000937,冀中能源,18108117016.0,10.99,6.25,6.36,6.21,0.0,0.0,煤炭开采加工,煤炭开采,0,243.2954368917,5627237669.32,0.0,,
600726,华电能源,6154052428.0,14.07,2.2,2.22,2.15,2.0,0.0,煤炭开采加工,煤炭开采,0,188.4434691934,1045077117.06,0.0,,
601918,新集能源,20957483162.0,8.91,8.09,8.22,8.0,3.0,0.0,煤炭开采加工,煤炭开采,0,128.4478666941,2404961111.44,1.0,,
600348,华阳股份,28427100000.0,10.94,7.74,7.81,7.56,1.0,0.0,煤炭开采加工,煤炭开采,0,285.1816357257,7964959344.76,1.0,,
000983,山西焦煤,40369857702.0,12.56,8.51,8.6,8.41,0.0,0.0,煤炭开采加工,煤炭开采,0,555.2287089368,13233672833.42,0.0,,
600985,淮北矿业,43496128150.0,7.41,16.82,17.25,16.72,0.0,0.0,煤炭开采加工,煤炭开采,0,735.9229494489,7138806910.38,1.0,,
600546,山煤国际,25514210522.0,9.88,13.16,13.28,12.81,0.0,0.0,煤炭开采加工,煤炭开采,0,373.7083731748,10994640159.7,1.0,,
601101,昊华能源,13319980816.0,7.75,9.36,9.47,9.23,3.0,0.0,煤炭开采加工,煤炭开采,0,84.3702540096,2176226189.24,1.0,,
601666,平煤股份,24989799260.0,8.99,10.17,10.43,10.16,1.0,0.0,煤炭开采加工,煤炭开采,0,315.6128236709,6181353706.64,1.0,1.0,113066.0
601699,潞安环能,47683062648.0,10.71,15.77,16.17,15.75,3.0,2.0,煤炭开采加工,煤炭开采,0,431.3702968441,15643999973.86,1.0,,
600971,恒源煤电,12060049084.0,7.95,10.02,10.17,9.87,1.0,0.0,煤炭开采加工,煤炭开采,0,77.8589871921,2506319790.37,1.0,,
600403,大有能源,7172437206.0,-7.32,2.98,3.02,2.93,3.0,0.0,煤炭开采加工,煤炭开采,0,58.1430745131,1844386051.28,1.0,,
600997,开滦股份,10860550981.0,11.27,6.85,6.9,6.68,0.0,0.0,煤炭开采加工,煤炭开采,0,228.4148886315,1538655482.86,1.0,,
600397,安源煤业,2187811339.0,-10.41,2.25,2.27,2.21,3.0,0.0,煤炭开采加工,煤炭开采,1,68.7080310069,-70824019.93,0.0,,
000571,新大洲A,2889794075.0,-55.64,3.73,3.85,3.61,11.0,4.0,煤炭开采加工,煤炭开采,0,12.2417451322,114380381.05,0.0,,
603113,金能科技,4884203952.0,-56.75,5.43,5.5,5.37,1.0,0.0,煤炭开采加工,其他化学原料,0,145.8378280428,249174605.94,1.0,1.0,113545.0
600256,广汇能源,48258300272.0,16.58,7.45,7.56,7.33,1.0,0.0,油气开采及服务,油气开采及服务,0,614.7513117508,11156342311.01,1.0,,
603393,新天然气,13167940866.0,12.32,34.57,34.83,33.8,0.0,0.0,油气开采及服务,油气开采及服务,0,35.1665246629,1588909183.62,1.0,,
600759,洲际油气,10442088166.0,47.93,2.29,2.31,2.24,2.0,1.0,油气开采及服务,油气开采及服务,0,27.2639949939,1282799197.96,0.0,,
600871,石化油服,28224307386.0,43.69,1.98,2.0,1.95,0.0,0.0,油气开采及服务,油气开采及服务,1,799.80939,589216000.0,1.0,,
600968,海油发展,46149573063.0,14.27,4.39,4.44,4.3,3.0,0.0,油气开采及服务,油气开采及服务,0,493.0795757816,3168287534.81,1.0,,
600339,中油工程,19764342047.0,18.74,3.48,3.52,3.38,4.0,0.0,油气开采及服务,油气开采及服务,0,803.4336535889,742647793.27,1.0,,
600583,海油工程,24892227524.0,10.4,5.43,5.5,5.36,0.0,0.0,油气开采及服务,油气开采及服务,0,307.520375,1630338600.0,1.0,,
000968,蓝焰控股,6298442317.0,14.15,6.36,6.39,6.23,0.0,0.0,油气开采及服务,油气开采及服务,0,23.8145425172,549142234.99,0.0,,
002554,惠博普,3541580618.0,57.68,2.49,2.51,2.46,3.0,0.0,油气开采及服务,油气开采及服务,0,35.2705963474,165158081.83,0.0,,
600938,中国海油,82498959293.0,8.65,29.08,29.26,28.42,0.0,0.0,油气开采及服务,油气开采及服务,0,4166.09,141677000000.0,1.0,,
002207,准油股份,1489210968.0,-53.7,5.4,5.47,5.28,13.0,3.0,油气开采及服务,油气开采及服务,1,2.7175419681,-9821047.51,0.0,,
002828,贝肯能源,1672846927.0,84.36,8.41,8.53,8.2,12.0,4.0,油气开采及服务,油气开采及服务,0,9.8102076241,47580919.57,0.0,,
603727,博迈科,3208782565.0,25.37,11.19,11.37,10.92,4.0,0.0,油气开采及服务,油气开采及服务,0,17.9898943891,64617447.92,1.0,,
603619,XD中曼石,8472002118.0,11.45,20.08,20.47,19.75,2.0,0.0,油气开采及服务,油气开采及服务,0,37.3194765217,821173502.42,1.0,,
601808,中海油服,46390533560.0,23.48,15.27,15.4,15.05,2.0,0.0,油气开采及服务,油气开采及服务,0,441.08616359,3282628207.0,1.0,,
002629,仁智股份,777196910.0,-27.92,2.21,2.25,2.16,6.0,0.0,油气开采及服务,油气开采及服务,1,2.0824197968,14055939.41,0.0,,
600955,维远股份,8294000000.0,116.04,14.32,14.52,14.23,0.0,0.0,化学原料,其他化学原料,0,70.5016935352,607773517.58,0.0,,
600746,江苏索普,8209219723.0,35.1,6.93,7.0,6.84,1.0,0.0,化学原料,其他化学原料,0,53.9039358874,505142469.52,0.0,,
600989,宝丰能源,121880443200.0,18.44,15.67,16.15,15.56,0.0,0.0,化学原料,其他化学原料,0,291.3551119796,6302502368.25,1.0,,
600623,华谊集团,13631280305.0,18.86,6.76,6.84,6.64,1.0,0.0,化学原料,其他化学原料,0,413.2666407978,1692578233.05,1.0,,
000691,亚太实业,1535532500.0,-54.09,5.02,5.03,4.76,12.0,4.0,化学原料,其他化学原料,0,3.7319374714,16594575.83,0.0,,
000830,鲁西化工,23204399240.0,9.94,11.5,11.74,11.48,1.0,0.0,化学原料,其他化学原料,0,253.577905562,3155756852.06,0.0,,
000990,诚志股份,9916330942.0,26.5,7.71,7.8,7.61,2.0,0.0,化学原料,其他化学原料,0,124.1739177708,288509403.19,0.0,,
002469,三维化学,3408639686.0,20.82,5.29,5.35,5.23,2.0,0.0,化学原料,其他化学原料,0,26.5744940124,289338765.56,0.0,,
603227,雪峰科技,7860788946.0,11.04,8.26,8.4,7.88,5.0,1.0,化学原料,其他化学原料,0,70.2092684339,1257921901.49,1.0,,
603276,恒兴新材,698263831.0,45.34,13.15,13.29,12.95,7.0,1.0,化学原料,其他化学原料,0,6.7715416227,93278733.8,1.0,,
002109,兴化股份,3726707965.0,-7.19,2.85,2.9,2.8,0.0,0.0,化学原料,其他化学原料,0,35.7172094483,393832960.53,0.0,,
002274,华昌化工,7343358688.0,8.26,7.61,7.71,7.47,0.0,0.0,化学原料,其他化学原料,0,82.1456816197,853865331.29,0.0,,
600423,柳化股份,2084594018.0,66.59,2.55,2.57,2.51,3.0,0.0,化学原料,其他化学原料,1,1.419031768,73251269.74,0.0,,
603938,三孚股份,4706281313.0,57.76,11.27,11.49,11.02,7.0,3.0,化学原料,其他化学原料,0,21.2898832843,743104296.62,1.0,,
600722,金牛化工,2932177804.0,55.8,4.19,4.2,4.12,3.0,1.0,化学原料,其他化学原料,0,5.1134618929,102596170.14,1.0,,
600610,中毅达,3217619241.0,-154.6,4.43,4.47,4.3,16.0,1.0,化学原料,其他化学原料,0,12.0643870232,11115881.71,1.0,,
600844,丹化科技,2114417729.0,-11.68,2.5,2.53,2.44,12.0,1.0,化学原料,其他化学原料,1,8.6107572656,-377970058.69,0.0,,
001217,华尔泰,1305378679.0,22.92,9.53,9.64,9.42,11.0,4.0,化学原料,其他化学原料,0,17.9193485707,219765788.02,0.0,,
600319,亚星化学,1363366080.0,-13.42,4.21,4.26,4.15,6.0,0.0,化学原料,氯碱,0,8.2485030591,108844058.39,0.0,,
000818,航锦科技,13567669022.0,206.25,17.19,17.64,17.03,5.0,1.0,化学原料,氯碱,0,36.6842899289,197789066.87,0.0,,
603213,镇洋发展,1378795547.0,18.0,8.53,8.7,8.4,9.0,0.0,化学原料,氯碱,0,21.1463875634,379586691.5,0.0,1.0,113681.0
601568,北元集团,16723055563.0,61.62,4.06,4.12,4.0,0.0,0.0,化学原料,氯碱,0,109.6653711567,1446803513.67,1.0,,
600618,氯碱化工,6673575786.0,14.07,8.46,8.56,8.36,0.0,0.0,化学原料,氯碱,0,72.1387058498,1337373659.28,1.0,,
600935,华塑股份,4599659036.0,-28.5,2.33,2.37,2.31,1.0,0.0,化学原料,氯碱,0,55.6322719732,422116538.02,0.0,,
601678,滨化股份,8129243290.0,38.66,3.73,3.78,3.65,1.0,0.0,化学原料,氯碱,0,73.0590416155,1202282639.4,1.0,,
002386,天原股份,5765298871.0,257.59,4.38,4.5,4.12,0.0,0.0,化学原料,氯碱,0,183.6670010594,516748737.27,0.0,,
600075,新疆天业,7341655658.0,548.89,4.27,4.32,4.14,1.0,0.0,化学原料,氯碱,0,114.6503393382,802297324.77,1.0,1.0,110087.0
000635,英 力 特,2006439925.0,-8.13,6.68,6.74,6.52,10.0,2.0,化学原料,氯碱,1,17.471960283,-388869180.67,0.0,,
601216,君正集团,35861573908.0,11.84,4.07,4.11,4.01,2.0,0.0,化学原料,氯碱,0,191.2441064224,4253317025.42,1.0,,
000510,新金路,1906139700.0,-18.72,3.83,3.89,3.42,0.0,0.0,化学原料,氯碱,0,25.8930448583,13253753.14,0.0,,
002053,云南能投,11407476705.0,10.04,11.81,12.0,11.65,1.0,0.0,化学原料,无机盐,0,29.0410487475,418707588.81,0.0,,
603299,苏盐井神,8716738516.0,9.15,11.1,11.28,10.98,1.0,0.0,化学原料,无机盐,0,56.8236091161,821415883.46,1.0,,
601065,江盐集团,3908644582.0,11.17,9.09,9.12,8.93,5.0,3.0,化学原料,无机盐,0,28.8755547275,513875579.85,1.0,,
603067,振华股份,6209997225.0,12.88,11.31,11.45,11.2,4.0,0.0,化学原料,无机盐,0,36.9869892953,423679798.16,1.0,1.0,113687.0
003017,大洋生物,1236234927.0,24.44,17.78,18.18,17.4,3.0,0.0,化学原料,无机盐,0,9.1945137542,80726948.9,0.0,,
600929,雪天盐业,7286389311.0,14.81,5.67,5.73,5.57,0.0,0.0,化学原料,无机盐,0,62.6205076751,837984812.61,1.0,,
600328,中盐化工,12124443415.0,13.86,8.08,8.17,7.97,1.0,0.0,化学原料,无机盐,0,161.0078435012,2378297903.23,1.0,,
600714,金瑞矿业,2322700760.0,106.24,7.94,8.04,7.78,11.0,4.0,化学原料,无机盐,1,2.7468947698,54740384.77,0.0,,
600367,红星发展,3438673584.0,77.35,10.37,10.52,10.06,7.0,1.0,化学原料,无机盐,0,21.9685241852,240080407.55,1.0,,
600409,三友化工,12035157282.0,18.37,5.65,5.71,5.53,0.0,0.0,化学原料,纯碱,0,219.2009234169,1324257868.52,1.0,,
000707,双环科技,3606412594.0,5.86,7.44,7.52,7.31,2.0,0.0,化学原料,纯碱,0,37.9425046952,873043627.34,0.0,,
000683,远兴能源,20091562341.0,9.46,6.22,6.33,6.09,4.0,1.0,化学原料,纯碱,0,120.4356375482,3190111699.81,0.0,,
000822,山东海化,5084122140.0,11.33,5.51,5.57,5.47,0.0,0.0,化学原料,纯碱,0,85.2811348781,1108572174.12,0.0,,
002601,龙佰集团,39991867354.0,13.94,18.87,19.15,18.75,0.0,0.0,化学原料,钛白粉,0,267.9389396785,3536823601.15,0.0,,
002136,安 纳 达,2072838572.0,22.99,9.48,9.53,9.25,3.0,1.0,化学原料,钛白粉,0,21.1104461828,370396673.36,0.0,,
002145,中核钛白,16317781692.0,27.22,3.95,3.99,3.89,2.0,0.0,化学原料,钛白粉,0,49.46559389,645498195.72,0.0,,
000545,金浦钛业,2217156966.0,-55.51,2.12,2.17,2.08,6.0,0.0,化学原料,钛白粉,1,22.6426485179,-146076208.32,0.0,,
600586,金晶科技,8315441400.0,15.13,5.52,5.57,5.38,3.0,0.0,化学原料,玻璃玻纤,0,79.6970742035,468344207.85,1.0,,
002211,宏达新材,1522314742.0,-51.5,3.8,3.98,3.8,22.0,11.0,化学制品,有机硅,1,2.348345881,39599269.03,0.0,,
603281,江瀚新材,6644719382.0,15.79,24.88,25.25,24.51,3.0,2.0,化学制品,有机硅,0,22.7748587044,1040017286.97,0.0,,
002909,集泰股份,1866593155.0,168.33,4.61,4.68,4.57,0.0,0.0,化学制品,有机硅,0,13.3239734329,10247625.2,0.0,,
605399,晨光新材,3624018525.0,43.43,12.17,12.24,11.92,11.0,4.0,化学制品,有机硅,0,11.6456025075,638669680.53,1.0,,
600596,新安股份,10964401780.0,43.61,7.86,7.97,7.8,0.0,0.0,化学制品,有机硅,0,146.3116059332,3024242784.08,1.0,,
603260,合盛硅业,69088173632.0,35.32,51.91,53.51,51.62,0.0,0.0,化学制品,有机硅,0,265.8356297187,5141245182.65,1.0,,
603155,新亚强,4136807080.0,25.33,12.35,12.48,12.05,6.0,3.0,化学制品,有机硅,0,6.7520405575,301635384.07,0.0,,
605366,宏柏新材,3540277052.0,163.99,6.28,6.35,6.17,9.0,2.0,化学制品,有机硅,0,13.850211746,352376335.34,1.0,1.0,111019.0
603188,亚邦股份,2132435800.0,134.37,3.39,3.64,3.35,13.0,3.0,化学制品,纺织化学用品,1,6.5050089851,-529211493.26,0.0,,
